"","ID","Title","Authors"
"1334",632,"PeerLens: Peer-inspired Interactive Learning Path Planning in Online Question Pool"," Mingfei Sun"
"2036",632,"PeerLens: Peer-inspired Interactive Learning Path Planning in Online Question Pool"," Huan Wei"
"2738",632,"PeerLens: Peer-inspired Interactive Learning Path Planning in Online Question Pool"," Qing Chen"
"3440",632,"PeerLens: Peer-inspired Interactive Learning Path Planning in Online Question Pool"," Yong Wang (Hong Kong University of Science and Technology)"
"4142",632,"PeerLens: Peer-inspired Interactive Learning Path Planning in Online Question Pool"," Lei Shi (Beihang University)"
"4844",632,"PeerLens: Peer-inspired Interactive Learning Path Planning in Online Question Pool"," Huamin Qu"
"5546",632,"PeerLens: Peer-inspired Interactive Learning Path Planning in Online Question Pool"," Xiaojuan Ma (Hong Kong University of Science and Technology)"
"633",633,"Electronic Health Records Are More Than a Work Tool: Conflicting Needs of Direct and Indirect Stakeholders"," asa Cajander (Uppsala University)"
"1335",633,"Electronic Health Records Are More Than a Work Tool: Conflicting Needs of Direct and Indirect Stakeholders"," Christiane Grunloh (KTH Royal Institute of Technology)"
"634",634,"Text Entry Throughput: Towards Unifying Speed and Accuracy in a Single Performance Metric"," Mingrui Ray Zhang (University of Washington)"
"1336",634,"Text Entry Throughput: Towards Unifying Speed and Accuracy in a Single Performance Metric"," Shumin Zhai (Google)"
"2038",634,"Text Entry Throughput: Towards Unifying Speed and Accuracy in a Single Performance Metric"," Jacob O. Wobbrock (University of Washington)"
"635",635,"Is Now A Good Time? An Empirical Study of Vehicle-Driver Communication Timing"," Rob Semmens (Naval Postgraduate School)"
"1337",635,"Is Now A Good Time? An Empirical Study of Vehicle-Driver Communication Timing"," Nikolas Martelaro (Accenture Technology Labs)"
"2039",635,"Is Now A Good Time? An Empirical Study of Vehicle-Driver Communication Timing"," Pushyami Kaveti (Northeastern University)"
"2741",635,"Is Now A Good Time? An Empirical Study of Vehicle-Driver Communication Timing"," Simon Stent (Toyota Research Institute)"
"3443",635,"Is Now A Good Time? An Empirical Study of Vehicle-Driver Communication Timing"," Wendy Ju (Cornell Tech)"
"636",636,"A 2nd Person Social Perspective on Bodily Play"," Florian Floyd Mueller"
"1338",636,"A 2nd Person Social Perspective on Bodily Play"," Zhuying Li"
"2040",636,"A 2nd Person Social Perspective on Bodily Play"," Richard Byrne"
"2742",636,"A 2nd Person Social Perspective on Bodily Play"," Yash Dhanpal Mehta"
"3444",636,"A 2nd Person Social Perspective on Bodily Play"," Peter Arnold"
"4146",636,"A 2nd Person Social Perspective on Bodily Play"," Tuomas Kari (RMIT University)"
"637",637,"Tracking the Consumption of Home Essentials"," Carolina Fuentes"
"1339",637,"Tracking the Consumption of Home Essentials"," Martin Porcheron"
"2041",637,"Tracking the Consumption of Home Essentials"," Joel E. Fischer (University of Nottingham)"
"2743",637,"Tracking the Consumption of Home Essentials"," Enrico Costanza (University College London)"
"3445",637,"Tracking the Consumption of Home Essentials"," Obaid Malilk"
"4147",637,"Tracking the Consumption of Home Essentials"," Sarvapali D. Ramchurn (University of Southampton)"
"638",638,"Peripheral Notifications in Large Displays: Effects of Feature Combination and Task Interference"," Aristides Mairena"
"1340",638,"Peripheral Notifications in Large Displays: Effects of Feature Combination and Task Interference"," Carl Gutwin (University of Saskatchewan)"
"2042",638,"Peripheral Notifications in Large Displays: Effects of Feature Combination and Task Interference"," Andy Cockburn (University of Canterbury)"
"639",639,"Pulp Friction: Exploring the Finger Pad Periphery for Subtle Haptic Feedback"," Alix Goguey"
"1341",639,"Pulp Friction: Exploring the Finger Pad Periphery for Subtle Haptic Feedback"," Deepak Ranjan Sahoo"
"2043",639,"Pulp Friction: Exploring the Finger Pad Periphery for Subtle Haptic Feedback"," Simon Robinson"
"2745",639,"Pulp Friction: Exploring the Finger Pad Periphery for Subtle Haptic Feedback"," Jennifer Pearson"
"3447",639,"Pulp Friction: Exploring the Finger Pad Periphery for Subtle Haptic Feedback"," Matt Jones (Swansea University)"
"640",640,"Development of a Checklist for the Prevention of Intradialytic Hypotension in Hemodialysis Care: Design Considerations Based on Activity Theory"," Pei-Yi Kuo (University of Michigan & National Tsing Hua University)"
"1342",640,"Development of a Checklist for the Prevention of Intradialytic Hypotension in Hemodialysis Care: Design Considerations Based on Activity Theory"," Rajiv Saran (University of Michigan)"
"2044",640,"Development of a Checklist for the Prevention of Intradialytic Hypotension in Hemodialysis Care: Design Considerations Based on Activity Theory"," Marissa Argentina (National Kidney Foundation)"
"2746",640,"Development of a Checklist for the Prevention of Intradialytic Hypotension in Hemodialysis Care: Design Considerations Based on Activity Theory"," Michael Heung "
"3448",640,"Development of a Checklist for the Prevention of Intradialytic Hypotension in Hemodialysis Care: Design Considerations Based on Activity Theory"," Jennifer L. Bragg-Gresham (University of Michigan)"
"4150",640,"Development of a Checklist for the Prevention of Intradialytic Hypotension in Hemodialysis Care: Design Considerations Based on Activity Theory"," Dinesh Chatoth (Fresenius Medical Care North America)"
"4852",640,"Development of a Checklist for the Prevention of Intradialytic Hypotension in Hemodialysis Care: Design Considerations Based on Activity Theory"," Brenda Gillespie (University of Michigan)"
"5554",640,"Development of a Checklist for the Prevention of Intradialytic Hypotension in Hemodialysis Care: Design Considerations Based on Activity Theory"," Sarah Krein (University of Michigan)"
"6256",640,"Development of a Checklist for the Prevention of Intradialytic Hypotension in Hemodialysis Care: Design Considerations Based on Activity Theory"," Rebecca Wingard (Fresenius Medical Care North America)"
"6958",640,"Development of a Checklist for the Prevention of Intradialytic Hypotension in Hemodialysis Care: Design Considerations Based on Activity Theory"," Kai Zheng (University of California Irvine)"
"7660",640,"Development of a Checklist for the Prevention of Intradialytic Hypotension in Hemodialysis Care: Design Considerations Based on Activity Theory"," Tiffany C. Veinot (University of Michigan)"
"641",641,"Preemptive Action: Accelerating Human Reaction using Electrical Muscle Stimulation Without Compromising Agency"," Shunichi Kasahara (University of Tokyo)"
"1343",641,"Preemptive Action: Accelerating Human Reaction using Electrical Muscle Stimulation Without Compromising Agency"," Jun Nishida"
"2045",641,"Preemptive Action: Accelerating Human Reaction using Electrical Muscle Stimulation Without Compromising Agency"," Pedro Lopes (University of Chicago)"
"642",642,"An Exploratory Study on Visual Exploration of Model Simulations by Multiple Types of Experts"," Nadia Boukhelifa (University Paris-Sud)"
"1344",642,"An Exploratory Study on Visual Exploration of Model Simulations by Multiple Types of Experts"," Anastasia Bezerianos (University Paris-Sud)"
"2046",642,"An Exploratory Study on Visual Exploration of Model Simulations by Multiple Types of Experts"," Ioan Cristian Trelea"
"2748",642,"An Exploratory Study on Visual Exploration of Model Simulations by Multiple Types of Experts"," Nathalie Mejean Perrot (University Paris-Sud)"
"3450",642,"An Exploratory Study on Visual Exploration of Model Simulations by Multiple Types of Experts"," Evelyne Lutton (University Paris-Sud)"
"643",643,"Protection Productivity and Pleasure in the Smart Home: Emerging Expectations and Gendered Insights from Australian Early Adopters"," Yolande Strengers (Monash University)"
"1345",643,"Protection Productivity and Pleasure in the Smart Home: Emerging Expectations and Gendered Insights from Australian Early Adopters"," Jenny Kennedy"
"2047",643,"Protection Productivity and Pleasure in the Smart Home: Emerging Expectations and Gendered Insights from Australian Early Adopters"," Paula Arcari"
"2749",643,"Protection Productivity and Pleasure in the Smart Home: Emerging Expectations and Gendered Insights from Australian Early Adopters"," Larissa Nicholls (RMIT University)"
"3451",643,"Protection Productivity and Pleasure in the Smart Home: Emerging Expectations and Gendered Insights from Australian Early Adopters"," Melissa Gregg (Intel Corporation)"
"644",644,"Keeping Rumors in Proportion: Managing Uncertainty in Rumor Systems"," Peter M. Krafft"
"1346",644,"Keeping Rumors in Proportion: Managing Uncertainty in Rumor Systems"," Emma S. Spiro (University of Washington)"
"645",645,"Understanding Metamaterial Mechanisms"," Alexandra Ion (University of Potsdam)"
"1347",645,"Understanding Metamaterial Mechanisms"," David Lindlbauer (Technische Universitat Berlin & ETH Zurich)"
"2049",645,"Understanding Metamaterial Mechanisms"," Philipp Herholz"
"2751",645,"Understanding Metamaterial Mechanisms"," Marc Alexa (Technische Universitat Berlin)"
"3453",645,"Understanding Metamaterial Mechanisms"," Patrick Baudisch (University of Potsdam)"
"646",646,"Understanding Life Transitions: A Case Study of Support Needs of Low-Income Mothers"," Annu Sible Prabhakar (Indiana University)"
"1348",646,"Understanding Life Transitions: A Case Study of Support Needs of Low-Income Mothers"," Erik Stolterman"
"2050",646,"Understanding Life Transitions: A Case Study of Support Needs of Low-Income Mothers"," Selma Sabanovic (Indiana University)"
"647",647,"Online Grocery Delivery Services: An Opportunity to Address Food Disparities in Transportation-scarce Areas"," Tawanna R. Dillahunt"
"1349",647,"Online Grocery Delivery Services: An Opportunity to Address Food Disparities in Transportation-scarce Areas"," Sylvia Simioni"
"2051",647,"Online Grocery Delivery Services: An Opportunity to Address Food Disparities in Transportation-scarce Areas"," Xuecong Xu (University of Michigan)"
"648",648,"Co-Created Personas: Engaging and Empowering Users with Diverse Needs Within the Design Process"," Timothy Neate"
"1350",648,"Co-Created Personas: Engaging and Empowering Users with Diverse Needs Within the Design Process"," Aikaterini Bourazeri"
"2052",648,"Co-Created Personas: Engaging and Empowering Users with Diverse Needs Within the Design Process"," Abi Roper"
"2754",648,"Co-Created Personas: Engaging and Empowering Users with Diverse Needs Within the Design Process"," Simone Stumpf"
"3456",648,"Co-Created Personas: Engaging and Empowering Users with Diverse Needs Within the Design Process"," Stephanie Wilson (University of London)"
"649",649,"Notjustgirl: Exploring Male-related Eating Disordered Content across Social Media Platforms"," Jessica A. Pater (Georgia Institute of Technology)"
"1351",649,"Notjustgirl: Exploring Male-related Eating Disordered Content across Social Media Platforms"," Lauren E. Reining (Parkview Research Center)"
"2053",649,"Notjustgirl: Exploring Male-related Eating Disordered Content across Social Media Platforms"," Andrew D. Miller (Indiana University & Purdue University)"
"2755",649,"Notjustgirl: Exploring Male-related Eating Disordered Content across Social Media Platforms"," Tammy Toscos (Parkview Research Center)"
"3457",649,"Notjustgirl: Exploring Male-related Eating Disordered Content across Social Media Platforms"," Elizabeth D. Mynatt (Georgia Institute of Technology)"
"650",650,"Technologies for Social Justice: Lessons from Sex Workers on the Front Lines"," Angelika Strohmayer (Newcastle University)"
"1352",650,"Technologies for Social Justice: Lessons from Sex Workers on the Front Lines"," Jenn Clamen (Stella"
"2054",650,"Technologies for Social Justice: Lessons from Sex Workers on the Front Lines"," l'amie de Maimie)"
"2756",650,"Technologies for Social Justice: Lessons from Sex Workers on the Front Lines"," Mary Laing (Northumbria University)"
"651",651,"Career Mentoring in Online Communities: Seeking and Receiving Advice from an Online Community"," Maria Tomprou"
"1353",651,"Career Mentoring in Online Communities: Seeking and Receiving Advice from an Online Community"," Laura Dabbish"
"2055",651,"Career Mentoring in Online Communities: Seeking and Receiving Advice from an Online Community"," Robert E. Kraut"
"2757",651,"Career Mentoring in Online Communities: Seeking and Receiving Advice from an Online Community"," Fannie Liu (Carnegie Mellon University)"
"652",652,"Cognitive Aids in Acute Care: Investigating How Cognitive Aids Affect and Support In-hospital Emergency Teams"," Tobias Grundgeiger"
"1354",652,"Cognitive Aids in Acute Care: Investigating How Cognitive Aids Affect and Support In-hospital Emergency Teams"," Stephan Huber"
"2056",652,"Cognitive Aids in Acute Care: Investigating How Cognitive Aids Affect and Support In-hospital Emergency Teams"," Daniel Reinhardt (Julius-Maximilians-University)"
"2758",652,"Cognitive Aids in Acute Care: Investigating How Cognitive Aids Affect and Support In-hospital Emergency Teams"," Andreas Steinisch"
"3460",652,"Cognitive Aids in Acute Care: Investigating How Cognitive Aids Affect and Support In-hospital Emergency Teams"," Oliver Happel"
"4162",652,"Cognitive Aids in Acute Care: Investigating How Cognitive Aids Affect and Support In-hospital Emergency Teams"," Thomas Wurmb (University Hospital of Wurzburg)"
"653",653,"Facilitating Self-reflection about Values and Self-care Among Individuals with Chronic Conditions"," Catherine Y. Lim (Kaiser Permanente Washington Health Research Institute)"
"1355",653,"Facilitating Self-reflection about Values and Self-care Among Individuals with Chronic Conditions"," Andrew B.L. Berry"
"2057",653,"Facilitating Self-reflection about Values and Self-care Among Individuals with Chronic Conditions"," Andrea L. Hartzler (University of Washington)"
"2759",653,"Facilitating Self-reflection about Values and Self-care Among Individuals with Chronic Conditions"," Tad Hirsch (Northeastern University)"
"3461",653,"Facilitating Self-reflection about Values and Self-care Among Individuals with Chronic Conditions"," David S. Carrell"
"4163",653,"Facilitating Self-reflection about Values and Self-care Among Individuals with Chronic Conditions"," Zoe A. Bermet"
"4865",653,"Facilitating Self-reflection about Values and Self-care Among Individuals with Chronic Conditions"," James D. Ralston (Kaiser Permanente Washington Health Research Institute)"
"654",654,"Pyrus: Designing A Collaborative Programming Game to Promote Problem Solving Behaviors"," Joshua Shi"
"1356",654,"Pyrus: Designing A Collaborative Programming Game to Promote Problem Solving Behaviors"," Armaan Shah"
"2058",654,"Pyrus: Designing A Collaborative Programming Game to Promote Problem Solving Behaviors"," Garrett Hedman"
"2760",654,"Pyrus: Designing A Collaborative Programming Game to Promote Problem Solving Behaviors"," Eleanor O'Rourke (Northwestern University)"
"655",655,"Inalienability: Understanding Digital Gifts"," Jocelyn Spence (University of Nottingham)"
"656",656,"As Light as You Aspire to Be: Changing Body Perception with Sound to Support Physical Activity"," Ana Tajadura-Jimenez (Universidad Carlos III de Madrid)"
"1358",656,"As Light as You Aspire to Be: Changing Body Perception with Sound to Support Physical Activity"," Joseph Newbold"
"2060",656,"As Light as You Aspire to Be: Changing Body Perception with Sound to Support Physical Activity"," Linge Zhang (University College London)"
"2762",656,"As Light as You Aspire to Be: Changing Body Perception with Sound to Support Physical Activity"," Patricia Rick (Universidad Loyola Andalucia)"
"3464",656,"As Light as You Aspire to Be: Changing Body Perception with Sound to Support Physical Activity"," Nadia Bianchi-Berthouze (University College London)"
"657",657,"Who Would You Like to Work With?: Use of Individual Characteristics and Social Networks in Team Formation Systems"," Diego Gomez-Zara (Pontificia Universidad Catolica de Chile)"
"1359",657,"Who Would You Like to Work With?: Use of Individual Characteristics and Social Networks in Team Formation Systems"," Matthew Paras"
"2061",657,"Who Would You Like to Work With?: Use of Individual Characteristics and Social Networks in Team Formation Systems"," Marlon Twyman (Northwestern University)"
"2763",657,"Who Would You Like to Work With?: Use of Individual Characteristics and Social Networks in Team Formation Systems"," Jacqueline N. Lane (Harvard Business School)"
"3465",657,"Who Would You Like to Work With?: Use of Individual Characteristics and Social Networks in Team Formation Systems"," Leslie A. DeChurch"
"4167",657,"Who Would You Like to Work With?: Use of Individual Characteristics and Social Networks in Team Formation Systems"," Noshir S. Contractor (Northwestern University)"
"658",658,"ModiFiber: Two-Way Morphing Soft Thread Actuators for Tangible Interaction"," Jack Forman"
"1360",658,"ModiFiber: Two-Way Morphing Soft Thread Actuators for Tangible Interaction"," Taylor Tabb"
"2062",658,"ModiFiber: Two-Way Morphing Soft Thread Actuators for Tangible Interaction"," Youngwook Do"
"2764",658,"ModiFiber: Two-Way Morphing Soft Thread Actuators for Tangible Interaction"," Meng-Han Yeh"
"3466",658,"ModiFiber: Two-Way Morphing Soft Thread Actuators for Tangible Interaction"," Adrian Galvin"
"4168",658,"ModiFiber: Two-Way Morphing Soft Thread Actuators for Tangible Interaction"," Lining Yao (Carnegie Mellon University)"
"659",659,"Breakdowns in Home-School Collaboration for Behavioral Intervention"," Gabriela Marcu"
"1361",659,"Breakdowns in Home-School Collaboration for Behavioral Intervention"," Allison Spiller (University of Michigan)"
"2063",659,"Breakdowns in Home-School Collaboration for Behavioral Intervention"," Jonathan Arevalo Garay"
"2765",659,"Breakdowns in Home-School Collaboration for Behavioral Intervention"," James E. Connell (Drexel University)"
"3467",659,"Breakdowns in Home-School Collaboration for Behavioral Intervention"," Laura R. Pina (University of Washington)"
"660",660,"VizNet: Towards A Large-Scale Visualization Learning and Benchmarking Repository"," Kevin Hu"
"1362",660,"VizNet: Towards A Large-Scale Visualization Learning and Benchmarking Repository"," Snehalkumar 'Neil' S. Gaikwad"
"2064",660,"VizNet: Towards A Large-Scale Visualization Learning and Benchmarking Repository"," Madelon Hulsebos"
"2766",660,"VizNet: Towards A Large-Scale Visualization Learning and Benchmarking Repository"," Michiel A. Bakker"
"3468",660,"VizNet: Towards A Large-Scale Visualization Learning and Benchmarking Repository"," Emanuel Zgraggen"
"4170",660,"VizNet: Towards A Large-Scale Visualization Learning and Benchmarking Repository"," CesarHidalgo"
"4872",660,"VizNet: Towards A Large-Scale Visualization Learning and Benchmarking Repository"," Tim Kraska (Massachusetts Institute of Technology)"
"5574",660,"VizNet: Towards A Large-Scale Visualization Learning and Benchmarking Repository"," Guoliang Li (Tsinghua University)"
"6276",660,"VizNet: Towards A Large-Scale Visualization Learning and Benchmarking Repository"," Arvind Satyanarayan"
"6978",660,"VizNet: Towards A Large-Scale Visualization Learning and Benchmarking Repository"," cagatay Demiralp (Massachusetts Institute of Technology)"
"661",661,"Shape Structuralizer: Design Fabrication and User-driven Iterative Refinement of 3D Mesh Models"," Subramanian Chidambaram (Purdue University)"
"1363",661,"Shape Structuralizer: Design Fabrication and User-driven Iterative Refinement of 3D Mesh Models"," Yunbo Zhang (Rochester Institute of Technology)"
"2065",661,"Shape Structuralizer: Design Fabrication and User-driven Iterative Refinement of 3D Mesh Models"," Venkatraghavan Sundararajan (Purdue University)"
"2767",661,"Shape Structuralizer: Design Fabrication and User-driven Iterative Refinement of 3D Mesh Models"," Niklas Elmqvist (University of Maryland College Park)"
"3469",661,"Shape Structuralizer: Design Fabrication and User-driven Iterative Refinement of 3D Mesh Models"," Karthik Ramani (Purdue University)"
"662",662,"Designing Participatory Sensing with Remote Communities to Conserve Endangered Species"," Tshering Dema"
"1364",662,"Designing Participatory Sensing with Remote Communities to Conserve Endangered Species"," Margot Brereton"
"2066",662,"Designing Participatory Sensing with Remote Communities to Conserve Endangered Species"," Paul Roe (Queensland University of Technology)"
"663",663,"Tricky to get your head around: Information Work of People Managing Chronic Kidney Disease in the UK"," Eleanor R. Burgess"
"1365",663,"Tricky to get your head around: Information Work of People Managing Chronic Kidney Disease in the UK"," Madhu C. Reddy (Northwestern University)"
"2067",663,"Tricky to get your head around: Information Work of People Managing Chronic Kidney Disease in the UK"," Andrew Davenport (Royal Free Hospital)"
"2769",663,"Tricky to get your head around: Information Work of People Managing Chronic Kidney Disease in the UK"," Paul Laboi (York Teaching Hospital NHS Foundation Trust)"
"3471",663,"Tricky to get your head around: Information Work of People Managing Chronic Kidney Disease in the UK"," Ann Blandford (University College London)"
"664",664,"Long-Term Value of Social Robots through the Eyes of Expert Users"," Dmitry Dereshev"
"1366",664,"Long-Term Value of Social Robots through the Eyes of Expert Users"," David Kirk (Northumbria University)"
"2068",664,"Long-Term Value of Social Robots through the Eyes of Expert Users"," Kohei Matsumura (Ritsumeikan University)"
"2770",664,"Long-Term Value of Social Robots through the Eyes of Expert Users"," Toshiyuki Maeda (Hannan University)"
"665",665,"Measuring and Understanding Photo Sharing Experiences in Social Virtual Reality"," Jie Li"
"1367",665,"Measuring and Understanding Photo Sharing Experiences in Social Virtual Reality"," Yiping Kong"
"2069",665,"Measuring and Understanding Photo Sharing Experiences in Social Virtual Reality"," Thomas Roggla"
"2771",665,"Measuring and Understanding Photo Sharing Experiences in Social Virtual Reality"," Francesca De Simone (Centrum Wiskunde & Informatica)"
"3473",665,"Measuring and Understanding Photo Sharing Experiences in Social Virtual Reality"," Swamy Ananthanarayan (University of Oldenburg)"
"4175",665,"Measuring and Understanding Photo Sharing Experiences in Social Virtual Reality"," Huib de Ridder (Delft University of Technology)"
"4877",665,"Measuring and Understanding Photo Sharing Experiences in Social Virtual Reality"," Abdallah El Ali (Centrum Wiskunde & Informatica)"
"5579",665,"Measuring and Understanding Photo Sharing Experiences in Social Virtual Reality"," Pablo Cesar (Centrum Wiskunde & Informatica)"
"666",666,"Email Makes You Sweat: Examining Email Interruptions and Stress Using Thermal Imaging"," Fatema Akbar"
"1368",666,"Email Makes You Sweat: Examining Email Interruptions and Stress Using Thermal Imaging"," Ayse Elvan Bayraktaroglu (University of California Irvine)"
"2070",666,"Email Makes You Sweat: Examining Email Interruptions and Stress Using Thermal Imaging"," Pradeep Buddharaju (University of Houston)"
"2772",666,"Email Makes You Sweat: Examining Email Interruptions and Stress Using Thermal Imaging"," Dennis Rodrigo Da Cunha Silva (Texas AM University)"
"3474",666,"Email Makes You Sweat: Examining Email Interruptions and Stress Using Thermal Imaging"," Ge Gao"
"4176",666,"Email Makes You Sweat: Examining Email Interruptions and Stress Using Thermal Imaging"," Ted Grover (University of California Irvine)"
"4878",666,"Email Makes You Sweat: Examining Email Interruptions and Stress Using Thermal Imaging"," Ricardo Gutierrez-Osuna (Texas AM University)"
"5580",666,"Email Makes You Sweat: Examining Email Interruptions and Stress Using Thermal Imaging"," Nathan Cooper Jones (University of Houston)"
"6282",666,"Email Makes You Sweat: Examining Email Interruptions and Stress Using Thermal Imaging"," Gloria Mark (University of California Irvine)"
"6984",666,"Email Makes You Sweat: Examining Email Interruptions and Stress Using Thermal Imaging"," Ioannis Pavlidis (University of Houston)"
"7686",666,"Email Makes You Sweat: Examining Email Interruptions and Stress Using Thermal Imaging"," Kevin Storer (University of California Irvine)"
"8388",666,"Email Makes You Sweat: Examining Email Interruptions and Stress Using Thermal Imaging"," Zelun Wang (Texas AM University)"
"9090",666,"Email Makes You Sweat: Examining Email Interruptions and Stress Using Thermal Imaging"," Amanveer Wesley"
"9792",666,"Email Makes You Sweat: Examining Email Interruptions and Stress Using Thermal Imaging"," Shaila Zaman (University of Houston)"
"667",667,"Measuring the Separability of Shape Size and Color in Scatterplots"," Stephen Smart"
"1369",667,"Measuring the Separability of Shape Size and Color in Scatterplots"," Danielle Albers Szafir (University of Colorado Boulder)"
"668",668,"Beyond Behavior: The Coach's Perspective on Technology in Health Coaching"," Heleen Rutjes"
"1370",668,"Beyond Behavior: The Coach's Perspective on Technology in Health Coaching"," Martijn C. Willemsen"
"2072",668,"Beyond Behavior: The Coach's Perspective on Technology in Health Coaching"," Wijnand A. IJsselsteijn (Eindhoven University of Technology)"
"669",669,"Privacy Anonymity and Perceived Risk in Open Collaboration: A Study of Service Providers"," Nora McDonald (Drexel University)"
"1371",669,"Privacy Anonymity and Perceived Risk in Open Collaboration: A Study of Service Providers"," Benjamin Mako Hill (University of Washington)"
"2073",669,"Privacy Anonymity and Perceived Risk in Open Collaboration: A Study of Service Providers"," Rachel Greenstadt (New York University)"
"2775",669,"Privacy Anonymity and Perceived Risk in Open Collaboration: A Study of Service Providers"," Andrea Forte (Drexel University)"
"670",670,"Aarnio: Passive Kinesthetic Force Output for Foreground Interactions on an Interactive Chair"," Shan-Yuan Teng (National Taiwan University)"
"1372",670,"Aarnio: Passive Kinesthetic Force Output for Foreground Interactions on an Interactive Chair"," Da-Yuan Huang"
"2074",670,"Aarnio: Passive Kinesthetic Force Output for Foreground Interactions on an Interactive Chair"," Chi Wang (National Chiao Tung University)"
"2776",670,"Aarnio: Passive Kinesthetic Force Output for Foreground Interactions on an Interactive Chair"," Jun Gong (Dartmouth College)"
"3478",670,"Aarnio: Passive Kinesthetic Force Output for Foreground Interactions on an Interactive Chair"," Teddy Seyed (University of Calgary)"
"4180",670,"Aarnio: Passive Kinesthetic Force Output for Foreground Interactions on an Interactive Chair"," Xing-Dong Yang (Dartmouth College)"
"4882",670,"Aarnio: Passive Kinesthetic Force Output for Foreground Interactions on an Interactive Chair"," Bing-Yu Chen (National Taiwan University)"
"671",671,"Does It Feel Real? Using Tangibles with Different Fidelities to Build and Explore Scenes in Virtual Reality"," Thomas Muender"
"1373",671,"Does It Feel Real? Using Tangibles with Different Fidelities to Build and Explore Scenes in Virtual Reality"," Anke V. Reinschluessel"
"2075",671,"Does It Feel Real? Using Tangibles with Different Fidelities to Build and Explore Scenes in Virtual Reality"," Sean Drewes"
"2777",671,"Does It Feel Real? Using Tangibles with Different Fidelities to Build and Explore Scenes in Virtual Reality"," Dirk Wenig"
"3479",671,"Does It Feel Real? Using Tangibles with Different Fidelities to Build and Explore Scenes in Virtual Reality"," Tanja Doring"
"4181",671,"Does It Feel Real? Using Tangibles with Different Fidelities to Build and Explore Scenes in Virtual Reality"," Rainer Malaka (University of Bremen)"
"672",672,"How Do Humans Assess the Credibility on Web Blogs: Qualifying and Verifying Human Factors with Machine Learning"," Yonggeol Jo"
"1374",672,"How Do Humans Assess the Credibility on Web Blogs: Qualifying and Verifying Human Factors with Machine Learning"," Minwoo Kim"
"2076",672,"How Do Humans Assess the Credibility on Web Blogs: Qualifying and Verifying Human Factors with Machine Learning"," Kyungsik Han (Ajou University)"
"673",673,"Adding Proprioceptive Feedback to Virtual Reality Experiences Using Galvanic Vestibular Stimulation"," Misha Sra"
"1375",673,"Adding Proprioceptive Feedback to Virtual Reality Experiences Using Galvanic Vestibular Stimulation"," Abhinandan Jain"
"2077",673,"Adding Proprioceptive Feedback to Virtual Reality Experiences Using Galvanic Vestibular Stimulation"," Pattie Maes (Massachusetts Institute of Technology)"
"674",674,"VibEye: Vibration-Mediated Object Recognition for Tangible Interactive Applications"," Seungjae Oh"
"1376",674,"VibEye: Vibration-Mediated Object Recognition for Tangible Interactive Applications"," Gyeore Yun"
"2078",674,"VibEye: Vibration-Mediated Object Recognition for Tangible Interactive Applications"," Chaeyong Park"
"2780",674,"VibEye: Vibration-Mediated Object Recognition for Tangible Interactive Applications"," Jinsoo Kim"
"3482",674,"VibEye: Vibration-Mediated Object Recognition for Tangible Interactive Applications"," Seungmoon Choi"
"4184",674,"VibEye: Vibration-Mediated Object Recognition for Tangible Interactive Applications"," (Pohang University of Science and Technology)"
"675",675,"Sound Forest: Evaluation of an Accessible Multisensory Music Installation"," Emma Frid (KTH Royal Institute of Technology)"
"1377",675,"Sound Forest: Evaluation of an Accessible Multisensory Music Installation"," Hans Lindetorp (KTH Royal Institute of Technology)"
"2079",675,"Sound Forest: Evaluation of an Accessible Multisensory Music Installation"," Kjetil Falkenberg Hansen"
"2781",675,"Sound Forest: Evaluation of an Accessible Multisensory Music Installation"," Ludvig Elblaus"
"3483",675,"Sound Forest: Evaluation of an Accessible Multisensory Music Installation"," Roberto Bresin (KTH Royal Institute of Technology)"
"676",676,"Making Sense of Human-Food Interaction"," Ferran Altarriba Bertran"
"1378",676,"Making Sense of Human-Food Interaction"," Samvid Jhaveri"
"2080",676,"Making Sense of Human-Food Interaction"," Rosa Lutz"
"2782",676,"Making Sense of Human-Food Interaction"," Katherine Isbister (University of California Santa Cruz)"
"3484",676,"Making Sense of Human-Food Interaction"," Danielle Wilde (University of Southern Denmark)"
"677",677,"Designing for Digital Playing Out"," Gavin Wood"
"1379",677,"Designing for Digital Playing Out"," Thomas Dylan"
"2081",677,"Designing for Digital Playing Out"," Abigail Durrant (Northumbria University)"
"2783",677,"Designing for Digital Playing Out"," Pablo E. Torres (University College London)"
"3485",677,"Designing for Digital Playing Out"," Philip Ulrich"
"4187",677,"Designing for Digital Playing Out"," Amanda Carr (Canterbury Christ Church University)"
"4889",677,"Designing for Digital Playing Out"," Mutlu Cukurova (UCL Institute of Education)"
"5591",677,"Designing for Digital Playing Out"," Denise Downey"
"6293",677,"Designing for Digital Playing Out"," Phil McGrath (The Cedarwood Trust)"
"6995",677,"Designing for Digital Playing Out"," Madeline Balaam (Royal Institute of Technology)"
"7697",677,"Designing for Digital Playing Out"," Alice Ferguson (Playing Out CIC)"
"8399",677,"Designing for Digital Playing Out"," John Vines"
"9101",677,"Designing for Digital Playing Out"," Shaun Lawson (Northumbria University)"
"678",678,"Life-Affirming Biosensing in Public: Sounding Heartbeats on a Red Bench"," Noura Howell"
"1380",678,"Life-Affirming Biosensing in Public: Sounding Heartbeats on a Red Bench"," Greg Niemeyer"
