ID,Title,Authors,Org
625,"Transformation through Provocation?: Designing a ""Bot of Conviction"" to Challenge Conceptions and Evoke Critical Reflection", Sierra McKinney (University of York),University of York
626,FoldTronics: Creating 3D Objects with Integrated Electronics Using Foldable Honeycomb Structures, Junichi Yamaoka (The University of Tokyo & Massachusetts Institute of Technology),The University of Tokyo & Massachusetts Institute of Technology
626,FoldTronics: Creating 3D Objects with Integrated Electronics Using Foldable Honeycomb Structures, Mustafa Doga Dogan,Massachusetts Institute of Technology
626,FoldTronics: Creating 3D Objects with Integrated Electronics Using Foldable Honeycomb Structures, Katarina Bulovic (Massachusetts Institute of Technology),Massachusetts Institute of Technology
626,FoldTronics: Creating 3D Objects with Integrated Electronics Using Foldable Honeycomb Structures, Kazuya Saito,The University of Tokyo
626,FoldTronics: Creating 3D Objects with Integrated Electronics Using Foldable Honeycomb Structures, Yoshihiro Kawahara,The University of Tokyo
626,FoldTronics: Creating 3D Objects with Integrated Electronics Using Foldable Honeycomb Structures, Yasuaki Kakehi (The University of Tokyo),The University of Tokyo
626,FoldTronics: Creating 3D Objects with Integrated Electronics Using Foldable Honeycomb Structures, Stefanie Mueller (Massachusetts Institute of Technology),Massachusetts Institute of Technology
627,An Exploration of Bitcoin Mining Practices: Miners' Trust Challenges and Motivations, Irni Eliana Khairuddin (Universiti Teknologi MARA),Universiti Teknologi MARA
627,An Exploration of Bitcoin Mining Practices: Miners' Trust Challenges and Motivations, Corina Sas (Lancaster University),Lancaster University
628,JourneyCam: Exploring Experiences of Accessibility and Mobility among Powered Wheelchair Users through Video and Data, Sunil Rodger,Newcastle University
628,JourneyCam: Exploring Experiences of Accessibility and Mobility among Powered Wheelchair Users through Video and Data, Dan Jackson (Newcastle University),Newcastle University
628,JourneyCam: Exploring Experiences of Accessibility and Mobility among Powered Wheelchair Users through Video and Data, John Vines (Northumbria University),Northumbria University
628,JourneyCam: Exploring Experiences of Accessibility and Mobility among Powered Wheelchair Users through Video and Data, Janice McLaughlin,Newcastle University
628,JourneyCam: Exploring Experiences of Accessibility and Mobility among Powered Wheelchair Users through Video and Data, Peter Wright (Newcastle University),Newcastle University
629,Let's Play Together: Adaptation Guidelines of Board Games for Players with Visual Impairment, Frederico da Rocha Tome Filho (University of Ontario Institute of Technology),University of Ontario Institute of Technology
629,Let's Play Together: Adaptation Guidelines of Board Games for Players with Visual Impairment, Pejman Mirza-Babaei (University of Ontario Institute of Technology),University of Ontario Institute of Technology
629,Let's Play Together: Adaptation Guidelines of Board Games for Players with Visual Impairment, Bill Kapralos (University of Ontario Institute of Technology),University of Ontario Institute of Technology
629,Let's Play Together: Adaptation Guidelines of Board Games for Players with Visual Impairment, Glaudiney Moreira Mendonca Junior (Federal University of Ceara),Federal University of Ceara
630,ElectroDermis: Fully Untethered Stretchable and Highly-Customizable Electronic Bandages, Eric Markvicka,Carnegie Mellon University
630,ElectroDermis: Fully Untethered Stretchable and Highly-Customizable Electronic Bandages, Guanyun Wang,Carnegie Mellon University
630,ElectroDermis: Fully Untethered Stretchable and Highly-Customizable Electronic Bandages, Yi-Chin Lee,Carnegie Mellon University
630,ElectroDermis: Fully Untethered Stretchable and Highly-Customizable Electronic Bandages, Gierad Laput,Carnegie Mellon University
630,ElectroDermis: Fully Untethered Stretchable and Highly-Customizable Electronic Bandages, Carmel Majidi,Carnegie Mellon University
630,ElectroDermis: Fully Untethered Stretchable and Highly-Customizable Electronic Bandages, Lining Yao (Carnegie Mellon University),Carnegie Mellon University
631,May AI? Design Ideation with Cooperative Contextual Bandits, Janin Koch,Aalto University
631,May AI? Design Ideation with Cooperative Contextual Bandits, Andres Lucero,Aalto University
631,May AI? Design Ideation with Cooperative Contextual Bandits, Lena Hegemann,Aalto University
631,May AI? Design Ideation with Cooperative Contextual Bandits, Antti Oulasvirta (Aalto University),Aalto University
632,PeerLens: Peer-inspired Interactive Learning Path Planning in Online Question Pool, Meng Xia,Hong Kong University of Science and Technology
632,PeerLens: Peer-inspired Interactive Learning Path Planning in Online Question Pool, Mingfei Sun,Hong Kong University of Science and Technology
632,PeerLens: Peer-inspired Interactive Learning Path Planning in Online Question Pool, Huan Wei,Hong Kong University of Science and Technology
632,PeerLens: Peer-inspired Interactive Learning Path Planning in Online Question Pool, Qing Chen,Hong Kong University of Science and Technology
632,PeerLens: Peer-inspired Interactive Learning Path Planning in Online Question Pool, Yong Wang (Hong Kong University of Science and Technology),Hong Kong University of Science and Technology
632,PeerLens: Peer-inspired Interactive Learning Path Planning in Online Question Pool, Lei Shi (Beihang University),Beihang University
632,PeerLens: Peer-inspired Interactive Learning Path Planning in Online Question Pool, Huamin Qu,Hong Kong University of Science and Technology
632,PeerLens: Peer-inspired Interactive Learning Path Planning in Online Question Pool, Xiaojuan Ma (Hong Kong University of Science and Technology),Hong Kong University of Science and Technology
633,Electronic Health Records Are More Than a Work Tool: Conflicting Needs of Direct and Indirect Stakeholders, asa Cajander (Uppsala University),Uppsala University
633,Electronic Health Records Are More Than a Work Tool: Conflicting Needs of Direct and Indirect Stakeholders, Christiane Grunloh (KTH Royal Institute of Technology),KTH Royal Institute of Technology
634,Text Entry Throughput: Towards Unifying Speed and Accuracy in a Single Performance Metric, Mingrui Ray Zhang (University of Washington),University of Washington
634,Text Entry Throughput: Towards Unifying Speed and Accuracy in a Single Performance Metric, Shumin Zhai (Google),Google
634,Text Entry Throughput: Towards Unifying Speed and Accuracy in a Single Performance Metric, Jacob O. Wobbrock (University of Washington),University of Washington
635,Is Now A Good Time? An Empirical Study of Vehicle-Driver Communication Timing, Rob Semmens (Naval Postgraduate School),Naval Postgraduate School
635,Is Now A Good Time? An Empirical Study of Vehicle-Driver Communication Timing, Nikolas Martelaro (Accenture Technology Labs),Accenture Technology Labs
635,Is Now A Good Time? An Empirical Study of Vehicle-Driver Communication Timing, Pushyami Kaveti (Northeastern University),Northeastern University
635,Is Now A Good Time? An Empirical Study of Vehicle-Driver Communication Timing, Simon Stent (Toyota Research Institute),Toyota Research Institute
635,Is Now A Good Time? An Empirical Study of Vehicle-Driver Communication Timing, Wendy Ju (Cornell Tech),Cornell Tech
636,A 2nd Person Social Perspective on Bodily Play, Florian Floyd Mueller,RMIT University
636,A 2nd Person Social Perspective on Bodily Play, Zhuying Li,RMIT University
636,A 2nd Person Social Perspective on Bodily Play, Richard Byrne,RMIT University
636,A 2nd Person Social Perspective on Bodily Play, Yash Dhanpal Mehta,RMIT University
636,A 2nd Person Social Perspective on Bodily Play, Peter Arnold,RMIT University
636,A 2nd Person Social Perspective on Bodily Play, Tuomas Kari (RMIT University),RMIT University
637,Tracking the Consumption of Home Essentials, Carolina Fuentes,University of Nottingham
637,Tracking the Consumption of Home Essentials, Martin Porcheron,University of Nottingham
637,Tracking the Consumption of Home Essentials, Joel E. Fischer (University of Nottingham),University of Nottingham
637,Tracking the Consumption of Home Essentials, Enrico Costanza (University College London),University College London
637,Tracking the Consumption of Home Essentials, Obaid Malilk,University of Southampton
637,Tracking the Consumption of Home Essentials, Sarvapali D. Ramchurn (University of Southampton),University of Southampton
638,Peripheral Notifications in Large Displays: Effects of Feature Combination and Task Interference, Aristides Mairena,University of Saskatchewan
638,Peripheral Notifications in Large Displays: Effects of Feature Combination and Task Interference, Carl Gutwin (University of Saskatchewan),University of Saskatchewan
638,Peripheral Notifications in Large Displays: Effects of Feature Combination and Task Interference, Andy Cockburn (University of Canterbury),University of Canterbury
639,Pulp Friction: Exploring the Finger Pad Periphery for Subtle Haptic Feedback, Alix Goguey,Swansea University
639,Pulp Friction: Exploring the Finger Pad Periphery for Subtle Haptic Feedback, Deepak Ranjan Sahoo,Swansea University
639,Pulp Friction: Exploring the Finger Pad Periphery for Subtle Haptic Feedback, Simon Robinson,Swansea University
639,Pulp Friction: Exploring the Finger Pad Periphery for Subtle Haptic Feedback, Jennifer Pearson,Swansea University
639,Pulp Friction: Exploring the Finger Pad Periphery for Subtle Haptic Feedback, Matt Jones (Swansea University),Swansea University
640,Development of a Checklist for the Prevention of Intradialytic Hypotension in Hemodialysis Care: Design Considerations Based on Activity Theory, Pei-Yi Kuo (University of Michigan & National Tsing Hua University),University of Michigan & National Tsing Hua University
640,Development of a Checklist for the Prevention of Intradialytic Hypotension in Hemodialysis Care: Design Considerations Based on Activity Theory, Rajiv Saran (University of Michigan),University of Michigan
640,Development of a Checklist for the Prevention of Intradialytic Hypotension in Hemodialysis Care: Design Considerations Based on Activity Theory, Marissa Argentina (National Kidney Foundation),National Kidney Foundation
640,Development of a Checklist for the Prevention of Intradialytic Hypotension in Hemodialysis Care: Design Considerations Based on Activity Theory, Michael Heung ,University of Michigan
640,Development of a Checklist for the Prevention of Intradialytic Hypotension in Hemodialysis Care: Design Considerations Based on Activity Theory, Jennifer L. Bragg-Gresham (University of Michigan),University of Michigan
640,Development of a Checklist for the Prevention of Intradialytic Hypotension in Hemodialysis Care: Design Considerations Based on Activity Theory, Dinesh Chatoth (Fresenius Medical Care North America),Fresenius Medical Care North America
640,Development of a Checklist for the Prevention of Intradialytic Hypotension in Hemodialysis Care: Design Considerations Based on Activity Theory, Brenda Gillespie (University of Michigan),University of Michigan
640,Development of a Checklist for the Prevention of Intradialytic Hypotension in Hemodialysis Care: Design Considerations Based on Activity Theory, Sarah Krein (University of Michigan),University of Michigan
640,Development of a Checklist for the Prevention of Intradialytic Hypotension in Hemodialysis Care: Design Considerations Based on Activity Theory, Rebecca Wingard (Fresenius Medical Care North America),Fresenius Medical Care North America
640,Development of a Checklist for the Prevention of Intradialytic Hypotension in Hemodialysis Care: Design Considerations Based on Activity Theory, Kai Zheng (University of California Irvine),University of California Irvine
640,Development of a Checklist for the Prevention of Intradialytic Hypotension in Hemodialysis Care: Design Considerations Based on Activity Theory, Tiffany C. Veinot (University of Michigan),University of Michigan
641,Preemptive Action: Accelerating Human Reaction using Electrical Muscle Stimulation Without Compromising Agency, Shunichi Kasahara (University of Tokyo),University of Tokyo
641,Preemptive Action: Accelerating Human Reaction using Electrical Muscle Stimulation Without Compromising Agency, Jun Nishida,University of Chicago
641,Preemptive Action: Accelerating Human Reaction using Electrical Muscle Stimulation Without Compromising Agency, Pedro Lopes (University of Chicago),University of Chicago
642,An Exploratory Study on Visual Exploration of Model Simulations by Multiple Types of Experts, Nadia Boukhelifa (University Paris-Sud),University Paris-Sud
642,An Exploratory Study on Visual Exploration of Model Simulations by Multiple Types of Experts, Anastasia Bezerianos (University Paris-Sud),University Paris-Sud
642,An Exploratory Study on Visual Exploration of Model Simulations by Multiple Types of Experts, Ioan Cristian Trelea,University Paris-Sud
642,An Exploratory Study on Visual Exploration of Model Simulations by Multiple Types of Experts, Nathalie Mejean Perrot (University Paris-Sud),University Paris-Sud
642,An Exploratory Study on Visual Exploration of Model Simulations by Multiple Types of Experts, Evelyne Lutton (University Paris-Sud),University Paris-Sud
643,Protection Productivity and Pleasure in the Smart Home: Emerging Expectations and Gendered Insights from Australian Early Adopters, Yolande Strengers (Monash University),Monash University
643,Protection Productivity and Pleasure in the Smart Home: Emerging Expectations and Gendered Insights from Australian Early Adopters, Jenny Kennedy,RMIT University
643,Protection Productivity and Pleasure in the Smart Home: Emerging Expectations and Gendered Insights from Australian Early Adopters, Paula Arcari,RMIT University
643,Protection Productivity and Pleasure in the Smart Home: Emerging Expectations and Gendered Insights from Australian Early Adopters, Larissa Nicholls (RMIT University),RMIT University
643,Protection Productivity and Pleasure in the Smart Home: Emerging Expectations and Gendered Insights from Australian Early Adopters, Melissa Gregg (Intel Corporation),Intel Corporation
644,Keeping Rumors in Proportion: Managing Uncertainty in Rumor Systems, Peter M. Krafft,University of Washington
644,Keeping Rumors in Proportion: Managing Uncertainty in Rumor Systems, Emma S. Spiro (University of Washington),University of Washington
645,Understanding Metamaterial Mechanisms, Alexandra Ion (University of Potsdam),University of Potsdam
645,Understanding Metamaterial Mechanisms, David Lindlbauer (Technische Universitat Berlin & ETH Zurich),Technische Universitat Berlin & ETH Zurich
645,Understanding Metamaterial Mechanisms, Philipp Herholz,Technische Universitat Berlin
645,Understanding Metamaterial Mechanisms, Marc Alexa (Technische Universitat Berlin),Technische Universitat Berlin
645,Understanding Metamaterial Mechanisms, Patrick Baudisch (University of Potsdam),University of Potsdam
646,Understanding Life Transitions: A Case Study of Support Needs of Low-Income Mothers, Annu Sible Prabhakar (Indiana University),Indiana University
646,Understanding Life Transitions: A Case Study of Support Needs of Low-Income Mothers, Erik Stolterman,Indiana University
646,Understanding Life Transitions: A Case Study of Support Needs of Low-Income Mothers, Selma Sabanovic (Indiana University),Indiana University
647,Online Grocery Delivery Services: An Opportunity to Address Food Disparities in Transportation-scarce Areas, Tawanna R. Dillahunt,University of Michigan
647,Online Grocery Delivery Services: An Opportunity to Address Food Disparities in Transportation-scarce Areas, Sylvia Simioni,University of Michigan
647,Online Grocery Delivery Services: An Opportunity to Address Food Disparities in Transportation-scarce Areas, Xuecong Xu (University of Michigan),University of Michigan
648,Co-Created Personas: Engaging and Empowering Users with Diverse Needs Within the Design Process, Timothy Neate,University of London
648,Co-Created Personas: Engaging and Empowering Users with Diverse Needs Within the Design Process, Aikaterini Bourazeri,University of London
648,Co-Created Personas: Engaging and Empowering Users with Diverse Needs Within the Design Process, Abi Roper,University of London
648,Co-Created Personas: Engaging and Empowering Users with Diverse Needs Within the Design Process, Simone Stumpf,University of London
648,Co-Created Personas: Engaging and Empowering Users with Diverse Needs Within the Design Process, Stephanie Wilson (University of London),University of London
649,Notjustgirl: Exploring Male-related Eating Disordered Content across Social Media Platforms, Jessica A. Pater (Georgia Institute of Technology),Georgia Institute of Technology
649,Notjustgirl: Exploring Male-related Eating Disordered Content across Social Media Platforms, Lauren E. Reining (Parkview Research Center),Parkview Research Center
649,Notjustgirl: Exploring Male-related Eating Disordered Content across Social Media Platforms, Andrew D. Miller (Indiana University & Purdue University),Indiana University & Purdue University
649,Notjustgirl: Exploring Male-related Eating Disordered Content across Social Media Platforms, Tammy Toscos (Parkview Research Center),Parkview Research Center
649,Notjustgirl: Exploring Male-related Eating Disordered Content across Social Media Platforms, Elizabeth D. Mynatt (Georgia Institute of Technology),Georgia Institute of Technology
650,Technologies for Social Justice: Lessons from Sex Workers on the Front Lines, Angelika Strohmayer (Newcastle University),Newcastle University
650,Technologies for Social Justice: Lessons from Sex Workers on the Front Lines, Jenn Clamen (Stella,Northumbria University
650,Technologies for Social Justice: Lessons from Sex Workers on the Front Lines, l'amie de Maimie),Northumbria University
650,Technologies for Social Justice: Lessons from Sex Workers on the Front Lines, Mary Laing (Northumbria University),Northumbria University
651,Career Mentoring in Online Communities: Seeking and Receiving Advice from an Online Community, Maria Tomprou,Carnegie Mellon University
651,Career Mentoring in Online Communities: Seeking and Receiving Advice from an Online Community, Laura Dabbish,Carnegie Mellon University
651,Career Mentoring in Online Communities: Seeking and Receiving Advice from an Online Community, Robert E. Kraut,Carnegie Mellon University
651,Career Mentoring in Online Communities: Seeking and Receiving Advice from an Online Community, Fannie Liu (Carnegie Mellon University),Carnegie Mellon University
652,Cognitive Aids in Acute Care: Investigating How Cognitive Aids Affect and Support In-hospital Emergency Teams, Tobias Grundgeiger,Julius-Maximilians-University
652,Cognitive Aids in Acute Care: Investigating How Cognitive Aids Affect and Support In-hospital Emergency Teams, Stephan Huber,Julius-Maximilians-University
652,Cognitive Aids in Acute Care: Investigating How Cognitive Aids Affect and Support In-hospital Emergency Teams, Daniel Reinhardt (Julius-Maximilians-University),Julius-Maximilians-University
652,Cognitive Aids in Acute Care: Investigating How Cognitive Aids Affect and Support In-hospital Emergency Teams, Andreas Steinisch,University Hospital of Wurzburg
652,Cognitive Aids in Acute Care: Investigating How Cognitive Aids Affect and Support In-hospital Emergency Teams, Oliver Happel,University Hospital of Wurzburg
652,Cognitive Aids in Acute Care: Investigating How Cognitive Aids Affect and Support In-hospital Emergency Teams, Thomas Wurmb (University Hospital of Wurzburg),University Hospital of Wurzburg
653,Facilitating Self-reflection about Values and Self-care Among Individuals with Chronic Conditions, Catherine Y. Lim (Kaiser Permanente Washington Health Research Institute),Kaiser Permanente Washington Health Research Institute
653,Facilitating Self-reflection about Values and Self-care Among Individuals with Chronic Conditions, Andrew B.L. Berry,University of Washington
653,Facilitating Self-reflection about Values and Self-care Among Individuals with Chronic Conditions, Andrea L. Hartzler (University of Washington),University of Washington
653,Facilitating Self-reflection about Values and Self-care Among Individuals with Chronic Conditions, Tad Hirsch (Northeastern University),Northeastern University
653,Facilitating Self-reflection about Values and Self-care Among Individuals with Chronic Conditions, David S. Carrell,Kaiser Permanente Washington Health Research Institute
653,Facilitating Self-reflection about Values and Self-care Among Individuals with Chronic Conditions, Zoe A. Bermet,Kaiser Permanente Washington Health Research Institute
653,Facilitating Self-reflection about Values and Self-care Among Individuals with Chronic Conditions, James D. Ralston (Kaiser Permanente Washington Health Research Institute),Kaiser Permanente Washington Health Research Institute
654,Pyrus: Designing A Collaborative Programming Game to Promote Problem Solving Behaviors, Joshua Shi,Northwestern University
654,Pyrus: Designing A Collaborative Programming Game to Promote Problem Solving Behaviors, Armaan Shah,Northwestern University
654,Pyrus: Designing A Collaborative Programming Game to Promote Problem Solving Behaviors, Garrett Hedman,Northwestern University
654,Pyrus: Designing A Collaborative Programming Game to Promote Problem Solving Behaviors, Eleanor O'Rourke (Northwestern University),Northwestern University
655,Inalienability: Understanding Digital Gifts, Jocelyn Spence (University of Nottingham),University of Nottingham
656,As Light as You Aspire to Be: Changing Body Perception with Sound to Support Physical Activity, Ana Tajadura-Jimenez (Universidad Carlos III de Madrid),Universidad Carlos III de Madrid
656,As Light as You Aspire to Be: Changing Body Perception with Sound to Support Physical Activity, Joseph Newbold,University College London
656,As Light as You Aspire to Be: Changing Body Perception with Sound to Support Physical Activity, Linge Zhang (University College London),University College London
656,As Light as You Aspire to Be: Changing Body Perception with Sound to Support Physical Activity, Patricia Rick (Universidad Loyola Andalucia),Universidad Loyola Andalucia
656,As Light as You Aspire to Be: Changing Body Perception with Sound to Support Physical Activity, Nadia Bianchi-Berthouze (University College London),University College London
657,Who Would You Like to Work With?: Use of Individual Characteristics and Social Networks in Team Formation Systems, Diego Gomez-Zara (Pontificia Universidad Catolica de Chile),Pontificia Universidad Catolica de Chile
657,Who Would You Like to Work With?: Use of Individual Characteristics and Social Networks in Team Formation Systems, Matthew Paras,Northwestern University
657,Who Would You Like to Work With?: Use of Individual Characteristics and Social Networks in Team Formation Systems, Marlon Twyman (Northwestern University),Northwestern University
657,Who Would You Like to Work With?: Use of Individual Characteristics and Social Networks in Team Formation Systems, Jacqueline N. Lane (Harvard Business School),Harvard Business School
657,Who Would You Like to Work With?: Use of Individual Characteristics and Social Networks in Team Formation Systems, Leslie A. DeChurch,Northwestern University
657,Who Would You Like to Work With?: Use of Individual Characteristics and Social Networks in Team Formation Systems, Noshir S. Contractor (Northwestern University),Northwestern University
658,ModiFiber: Two-Way Morphing Soft Thread Actuators for Tangible Interaction, Jack Forman,Carnegie Mellon University
658,ModiFiber: Two-Way Morphing Soft Thread Actuators for Tangible Interaction, Taylor Tabb,Carnegie Mellon University
658,ModiFiber: Two-Way Morphing Soft Thread Actuators for Tangible Interaction, Youngwook Do,Carnegie Mellon University
658,ModiFiber: Two-Way Morphing Soft Thread Actuators for Tangible Interaction, Meng-Han Yeh,Carnegie Mellon University
658,ModiFiber: Two-Way Morphing Soft Thread Actuators for Tangible Interaction, Adrian Galvin,Carnegie Mellon University
658,ModiFiber: Two-Way Morphing Soft Thread Actuators for Tangible Interaction, Lining Yao (Carnegie Mellon University),Carnegie Mellon University
659,Breakdowns in Home-School Collaboration for Behavioral Intervention, Gabriela Marcu,University of Michigan
659,Breakdowns in Home-School Collaboration for Behavioral Intervention, Allison Spiller (University of Michigan),University of Michigan
659,Breakdowns in Home-School Collaboration for Behavioral Intervention, Jonathan Arevalo Garay,Drexel University
659,Breakdowns in Home-School Collaboration for Behavioral Intervention, James E. Connell (Drexel University),Drexel University
659,Breakdowns in Home-School Collaboration for Behavioral Intervention, Laura R. Pina (University of Washington),University of Washington
660,VizNet: Towards A Large-Scale Visualization Learning and Benchmarking Repository, Kevin Hu,Massachusetts Institute of Technology
660,VizNet: Towards A Large-Scale Visualization Learning and Benchmarking Repository, Snehalkumar 'Neil' S. Gaikwad,Massachusetts Institute of Technology
660,VizNet: Towards A Large-Scale Visualization Learning and Benchmarking Repository, Madelon Hulsebos,Massachusetts Institute of Technology
660,VizNet: Towards A Large-Scale Visualization Learning and Benchmarking Repository, Michiel A. Bakker,Massachusetts Institute of Technology
660,VizNet: Towards A Large-Scale Visualization Learning and Benchmarking Repository, Emanuel Zgraggen,Massachusetts Institute of Technology
660,VizNet: Towards A Large-Scale Visualization Learning and Benchmarking Repository, CesarHidalgo,Massachusetts Institute of Technology
660,VizNet: Towards A Large-Scale Visualization Learning and Benchmarking Repository, Tim Kraska (Massachusetts Institute of Technology),Massachusetts Institute of Technology
660,VizNet: Towards A Large-Scale Visualization Learning and Benchmarking Repository, Guoliang Li (Tsinghua University),Tsinghua University
660,VizNet: Towards A Large-Scale Visualization Learning and Benchmarking Repository, Arvind Satyanarayan,Massachusetts Institute of Technology
660,VizNet: Towards A Large-Scale Visualization Learning and Benchmarking Repository, cagatay Demiralp (Massachusetts Institute of Technology),Massachusetts Institute of Technology
661,Shape Structuralizer: Design Fabrication and User-driven Iterative Refinement of 3D Mesh Models, Subramanian Chidambaram (Purdue University),Purdue University
661,Shape Structuralizer: Design Fabrication and User-driven Iterative Refinement of 3D Mesh Models, Yunbo Zhang (Rochester Institute of Technology),Rochester Institute of Technology
661,Shape Structuralizer: Design Fabrication and User-driven Iterative Refinement of 3D Mesh Models, Venkatraghavan Sundararajan (Purdue University),Purdue University
661,Shape Structuralizer: Design Fabrication and User-driven Iterative Refinement of 3D Mesh Models, Niklas Elmqvist (University of Maryland College Park),University of Maryland College Park
661,Shape Structuralizer: Design Fabrication and User-driven Iterative Refinement of 3D Mesh Models, Karthik Ramani (Purdue University),Purdue University
662,Designing Participatory Sensing with Remote Communities to Conserve Endangered Species, Tshering Dema,Queensland University of Technology
662,Designing Participatory Sensing with Remote Communities to Conserve Endangered Species, Margot Brereton,Queensland University of Technology
662,Designing Participatory Sensing with Remote Communities to Conserve Endangered Species, Paul Roe (Queensland University of Technology),Queensland University of Technology
663,Tricky to get your head around: Information Work of People Managing Chronic Kidney Disease in the UK, Eleanor R. Burgess,Northwestern University
663,Tricky to get your head around: Information Work of People Managing Chronic Kidney Disease in the UK, Madhu C. Reddy (Northwestern University),Northwestern University
663,Tricky to get your head around: Information Work of People Managing Chronic Kidney Disease in the UK, Andrew Davenport (Royal Free Hospital),Royal Free Hospital
663,Tricky to get your head around: Information Work of People Managing Chronic Kidney Disease in the UK, Paul Laboi (York Teaching Hospital NHS Foundation Trust),York Teaching Hospital NHS Foundation Trust
663,Tricky to get your head around: Information Work of People Managing Chronic Kidney Disease in the UK, Ann Blandford (University College London),University College London
664,Long-Term Value of Social Robots through the Eyes of Expert Users, Dmitry Dereshev,Northumbria University
664,Long-Term Value of Social Robots through the Eyes of Expert Users, David Kirk (Northumbria University),Northumbria University
664,Long-Term Value of Social Robots through the Eyes of Expert Users, Kohei Matsumura (Ritsumeikan University),Ritsumeikan University
664,Long-Term Value of Social Robots through the Eyes of Expert Users, Toshiyuki Maeda (Hannan University),Hannan University
665,Measuring and Understanding Photo Sharing Experiences in Social Virtual Reality, Jie Li,Centrum Wiskunde & Informatica
665,Measuring and Understanding Photo Sharing Experiences in Social Virtual Reality, Yiping Kong,Centrum Wiskunde & Informatica
665,Measuring and Understanding Photo Sharing Experiences in Social Virtual Reality, Thomas Roggla,Centrum Wiskunde & Informatica
665,Measuring and Understanding Photo Sharing Experiences in Social Virtual Reality, Francesca De Simone (Centrum Wiskunde & Informatica),Centrum Wiskunde & Informatica
665,Measuring and Understanding Photo Sharing Experiences in Social Virtual Reality, Swamy Ananthanarayan (University of Oldenburg),University of Oldenburg
665,Measuring and Understanding Photo Sharing Experiences in Social Virtual Reality, Huib de Ridder (Delft University of Technology),Delft University of Technology
665,Measuring and Understanding Photo Sharing Experiences in Social Virtual Reality, Abdallah El Ali (Centrum Wiskunde & Informatica),Centrum Wiskunde & Informatica
665,Measuring and Understanding Photo Sharing Experiences in Social Virtual Reality, Pablo Cesar (Centrum Wiskunde & Informatica),Centrum Wiskunde & Informatica
666,Email Makes You Sweat: Examining Email Interruptions and Stress Using Thermal Imaging, Fatema Akbar,University of California Irvine
666,Email Makes You Sweat: Examining Email Interruptions and Stress Using Thermal Imaging, Ayse Elvan Bayraktaroglu (University of California Irvine),University of California Irvine
666,Email Makes You Sweat: Examining Email Interruptions and Stress Using Thermal Imaging, Pradeep Buddharaju (University of Houston),University of Houston
666,Email Makes You Sweat: Examining Email Interruptions and Stress Using Thermal Imaging, Dennis Rodrigo Da Cunha Silva (Texas AM University),Texas AM University
666,Email Makes You Sweat: Examining Email Interruptions and Stress Using Thermal Imaging, Ge Gao,University of California Irvine
666,Email Makes You Sweat: Examining Email Interruptions and Stress Using Thermal Imaging, Ted Grover (University of California Irvine),University of California Irvine
666,Email Makes You Sweat: Examining Email Interruptions and Stress Using Thermal Imaging, Ricardo Gutierrez-Osuna (Texas AM University),Texas AM University
666,Email Makes You Sweat: Examining Email Interruptions and Stress Using Thermal Imaging, Nathan Cooper Jones (University of Houston),University of Houston
666,Email Makes You Sweat: Examining Email Interruptions and Stress Using Thermal Imaging, Gloria Mark (University of California Irvine),University of California Irvine
666,Email Makes You Sweat: Examining Email Interruptions and Stress Using Thermal Imaging, Ioannis Pavlidis (University of Houston),University of Houston
666,Email Makes You Sweat: Examining Email Interruptions and Stress Using Thermal Imaging, Kevin Storer (University of California Irvine),University of California Irvine
666,Email Makes You Sweat: Examining Email Interruptions and Stress Using Thermal Imaging, Zelun Wang (Texas AM University),Texas AM University
666,Email Makes You Sweat: Examining Email Interruptions and Stress Using Thermal Imaging, Amanveer Wesley,University of Houston
666,Email Makes You Sweat: Examining Email Interruptions and Stress Using Thermal Imaging, Shaila Zaman (University of Houston),University of Houston
667,Measuring the Separability of Shape Size and Color in Scatterplots, Stephen Smart,University of Colorado Boulder
667,Measuring the Separability of Shape Size and Color in Scatterplots, Danielle Albers Szafir (University of Colorado Boulder),University of Colorado Boulder
668,Beyond Behavior: The Coach's Perspective on Technology in Health Coaching, Heleen Rutjes,Eindhoven University of Technology
668,Beyond Behavior: The Coach's Perspective on Technology in Health Coaching, Martijn C. Willemsen,Eindhoven University of Technology
668,Beyond Behavior: The Coach's Perspective on Technology in Health Coaching, Wijnand A. IJsselsteijn (Eindhoven University of Technology),Eindhoven University of Technology
669,Privacy Anonymity and Perceived Risk in Open Collaboration: A Study of Service Providers, Nora McDonald (Drexel University),Drexel University
669,Privacy Anonymity and Perceived Risk in Open Collaboration: A Study of Service Providers, Benjamin Mako Hill (University of Washington),University of Washington
669,Privacy Anonymity and Perceived Risk in Open Collaboration: A Study of Service Providers, Rachel Greenstadt (New York University),New York University
669,Privacy Anonymity and Perceived Risk in Open Collaboration: A Study of Service Providers, Andrea Forte (Drexel University),Drexel University
670,Aarnio: Passive Kinesthetic Force Output for Foreground Interactions on an Interactive Chair, Shan-Yuan Teng (National Taiwan University),National Taiwan University
670,Aarnio: Passive Kinesthetic Force Output for Foreground Interactions on an Interactive Chair, Da-Yuan Huang,National Chiao Tung University
670,Aarnio: Passive Kinesthetic Force Output for Foreground Interactions on an Interactive Chair, Chi Wang (National Chiao Tung University),National Chiao Tung University
670,Aarnio: Passive Kinesthetic Force Output for Foreground Interactions on an Interactive Chair, Jun Gong (Dartmouth College),Dartmouth College
